aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Leptospermum laevigatum,APC,https://id.biodiversity.org.au/node/apni/2905839,accepted,NA,https://id.biodiversity.org.au/node/apni/2905839,Leptospermum laevigatum,(Gaertn.) F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW, Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/node/apni/2905839
Leptospermum lanigerum,APC,https://id.biodiversity.org.au/node/apni/2910654,accepted,NA,https://id.biodiversity.org.au/node/apni/2910654,Leptospermum lanigerum,(Sol. ex Aiton) Sm.,Species,accepted,Myrtaceae,Magnoliidae,"SA, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/node/apni/2910654
Lophostemon,APC,https://id.biodiversity.org.au/node/apni/2888397,accepted,NA,https://id.biodiversity.org.au/node/apni/2888397,Lophostemon,Schott,Genus,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld, NSW (native and naturalised)",https://id.biodiversity.org.au/node/apni/2888397
Lophostemon confertus,APC,https://id.biodiversity.org.au/node/apni/2908951,accepted,NA,https://id.biodiversity.org.au/node/apni/2908951,Lophostemon confertus,(R.Br.) Peter G.Wilson & J.T.Waterh.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW (native and naturalised)",https://id.biodiversity.org.au/node/apni/2908951
Lophostemon suaveolens,APC,https://id.biodiversity.org.au/node/apni/2889131,accepted,NA,https://id.biodiversity.org.au/node/apni/2889131,Lophostemon suaveolens,(Sol. ex Gaertn.) Peter G.Wilson & J.T.Waterh.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2889131
Loranthaceae,APC,https://id.biodiversity.org.au/taxon/apni/51438796,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51438796,Loranthaceae,Juss.,Familia,accepted,Loranthaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, NI, ACT, Vic",https://id.biodiversity.org.au/taxon/apni/51438796
Mallotus philippensis,APC,https://id.biodiversity.org.au/node/apni/2897394,accepted,NA,https://id.biodiversity.org.au/node/apni/2897394,Mallotus philippensis,(Lam.) Müll.Arg.,Species,accepted,Euphorbiaceae,Magnoliidae,"NT, Qld, NSW",https://id.biodiversity.org.au/node/apni/2897394
Malvaceae,APC,https://id.biodiversity.org.au/taxon/apni/51439248,accepted,taxonomic synonym,https://id.biodiversity.org.au/taxon/apni/51439248,Malvaceae,Juss.,Familia,accepted,Malvaceae,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), AR, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), CSI, NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51439248
Melaleuca,APC,https://id.biodiversity.org.au/taxon/apni/51696562,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51696562,Melaleuca,L.,Genus,accepted,Myrtaceae,Magnoliidae,"WA (native and naturalised), NT, SA (native and naturalised), Qld, NSW (native and naturalised), LHI, ACT (naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51696562
Melaleuca acacioides,APC,https://id.biodiversity.org.au/node/apni/2900538,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2900538,Melaleuca acacioides,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"NT, Qld",https://id.biodiversity.org.au/node/apni/2900538
Melaleuca alternifolia,APC,https://id.biodiversity.org.au/node/apni/2896520,accepted,NA,https://id.biodiversity.org.au/node/apni/2896520,Melaleuca alternifolia,(Maiden & Betche) Cheel,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2896520
Melaleuca cajuputi,APC,https://id.biodiversity.org.au/node/apni/2890733,accepted,NA,https://id.biodiversity.org.au/node/apni/2890733,Melaleuca cajuputi,R.Powell,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/node/apni/2890733
Melaleuca dealbata,APC,https://id.biodiversity.org.au/taxon/apni/51440267,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51440267,Melaleuca dealbata,S.T.Blake,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/taxon/apni/51440267
Melaleuca ericifolia,APC,https://id.biodiversity.org.au/node/apni/2891096,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2891096,Melaleuca ericifolia,Sm.,Species,accepted,Myrtaceae,Magnoliidae,"NSW, Vic, Tas",https://id.biodiversity.org.au/node/apni/2891096
Melaleuca howeana,APC,https://id.biodiversity.org.au/node/apni/2908059,accepted,NA,https://id.biodiversity.org.au/node/apni/2908059,Melaleuca howeana,Cheel,Species,accepted,Myrtaceae,Magnoliidae,LHI,https://id.biodiversity.org.au/node/apni/2908059
Melaleuca lanceolata,APC,https://id.biodiversity.org.au/node/apni/2891374,accepted,taxonomic synonym,https://id.biodiversity.org.au/node/apni/2891374,Melaleuca lanceolata,Otto,Species,accepted,Myrtaceae,Magnoliidae,"WA (native and naturalised), SA, Qld, NSW, Vic",https://id.biodiversity.org.au/node/apni/2891374
Melaleuca leucadendra,APC,https://id.biodiversity.org.au/node/apni/2913904,accepted,NA,https://id.biodiversity.org.au/node/apni/2913904,Melaleuca leucadendra,(L.) L.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/node/apni/2913904
Melaleuca linariifolia,APC,https://id.biodiversity.org.au/node/apni/7698404,accepted,misapplied,https://id.biodiversity.org.au/node/apni/7698404,Melaleuca linariifolia,Sm.,Species,accepted,Myrtaceae,Magnoliidae,"WA (naturalised), Qld, NSW, Vic (doubtfully naturalised)",https://id.biodiversity.org.au/node/apni/7698404
Melaleuca nervosa,APC,https://id.biodiversity.org.au/node/apni/2912368,accepted,NA,https://id.biodiversity.org.au/node/apni/2912368,Melaleuca nervosa,(Lindl.) Cheel,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/node/apni/2912368
Melaleuca quinquenervia,APC,https://id.biodiversity.org.au/node/apni/2887514,accepted,NA,https://id.biodiversity.org.au/node/apni/2887514,Melaleuca quinquenervia,(Cav.) S.T.Blake,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2887514
Melaleuca uncinata,APC,https://id.biodiversity.org.au/node/apni/2903945,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2903945,Melaleuca uncinata,R.Br.,Species,accepted,Myrtaceae,Magnoliidae,"WA, SA, Qld, NSW (native and naturalised), Vic",https://id.biodiversity.org.au/node/apni/2903945
Melaleuca viridiflora,APC,https://id.biodiversity.org.au/node/apni/2892415,accepted,NA,https://id.biodiversity.org.au/node/apni/2892415,Melaleuca viridiflora,Sol. ex Gaertn.,Species,accepted,Myrtaceae,Magnoliidae,"WA, NT, Qld",https://id.biodiversity.org.au/node/apni/2892415
Mimosaceae,APC,https://id.biodiversity.org.au/instance/apni/884267,taxonomic synonym,NA,https://id.biodiversity.org.au/taxon/apni/51702961,Fabaceae,Lindl.,Familia,accepted,Fabaceae,Magnoliidae,"WA (native and naturalised), CoI (native and naturalised), ChI (native and naturalised), AR (naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51702961
Myoporum insulare,APC,https://id.biodiversity.org.au/node/apni/2904981,accepted,misapplied,https://id.biodiversity.org.au/node/apni/2904981,Myoporum insulare,R.Br.,Species,accepted,Scrophulariaceae,Magnoliidae,"WA, SA, NSW, LHI, Vic, Tas",https://id.biodiversity.org.au/node/apni/2904981
Myoporum platycarpum,APC,https://id.biodiversity.org.au/node/apni/2901145,accepted,NA,https://id.biodiversity.org.au/node/apni/2901145,Myoporum platycarpum,R.Br.,Species,accepted,Scrophulariaceae,Magnoliidae,"WA, SA, Qld, NSW, Vic",https://id.biodiversity.org.au/node/apni/2901145
Myrtaceae,APC,https://id.biodiversity.org.au/taxon/apni/51702983,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51702983,Myrtaceae,Juss.,Familia,accepted,Myrtaceae,Magnoliidae,"WA (native and naturalised), ChI (native and naturalised), NT, SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51702983
Physalis peruviana,APC,https://id.biodiversity.org.au/node/apni/2897276,accepted,NA,https://id.biodiversity.org.au/node/apni/2897276,Physalis peruviana,L.,Species,accepted,Solanaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), Vic (naturalised), Tas (doubtfully naturalised)",https://id.biodiversity.org.au/node/apni/2897276
Pittosporaceae,APC,https://id.biodiversity.org.au/taxon/apni/51442315,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51442315,Pittosporaceae,R.Br.,Familia,accepted,Pittosporaceae,Magnoliidae,"WA (native and naturalised), ChI, NT, SA (native and naturalised), Qld, NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51442315
Portulaceae,APC,https://id.biodiversity.org.au/instance/apni/885026,orthographic variant,NA,https://id.biodiversity.org.au/taxon/apni/51445169,Portulacaceae,Juss.,Familia,accepted,Portulacaceae,Magnoliidae,"WA (native and naturalised), CoI (naturalised), ChI (native and naturalised), AR (native and naturalised), NT (native and doubtfully naturalised), SA (native and naturalised), Qld (native and naturalised), CSI (naturalised), NSW (native and naturalised), LHI (naturalised), NI (naturalised), ACT, Vic (native and naturalised), Tas (native and naturalised), HI, MI",https://id.biodiversity.org.au/taxon/apni/51445169
Proteaceae,APC,https://id.biodiversity.org.au/taxon/apni/51614274,accepted,orthographic variant,https://id.biodiversity.org.au/taxon/apni/51614274,Proteaceae,Juss.,Familia,accepted,Proteaceae,Magnoliidae,"WA (native and naturalised), NT, SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51614274
Pultenaea flexilis,APC,https://id.biodiversity.org.au/node/apni/2916752,accepted,NA,https://id.biodiversity.org.au/node/apni/2916752,Pultenaea flexilis,Sm.,Species,accepted,Fabaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2916752
Pultenaea tuberculata,APC,https://id.biodiversity.org.au/node/apni/2915405,accepted,NA,https://id.biodiversity.org.au/node/apni/2915405,Pultenaea tuberculata,Pers.,Species,accepted,Fabaceae,Magnoliidae,NSW,https://id.biodiversity.org.au/node/apni/2915405
Rubus,APC,https://id.biodiversity.org.au/taxon/apni/51446575,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51446575,Rubus,L.,Genus,accepted,Rosaceae,Magnoliidae,"WA (naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51446575
Rubus fruticosus,APC,https://id.biodiversity.org.au/instance/apni/955591,misapplied,NA,https://id.biodiversity.org.au/node/apni/2919192,Rubus anglocandicans,A.Newton,Species,accepted,Rosaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/node/apni/2919192
Rutaceae,APC,https://id.biodiversity.org.au/taxon/apni/51461748,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51461748,Rutaceae,Juss.,Familia,accepted,Rutaceae,Magnoliidae,"WA (native and naturalised), CoI (naturalised), ChI (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT, Vic (native and naturalised), Tas",https://id.biodiversity.org.au/taxon/apni/51461748
Sapindaceae,APC,https://id.biodiversity.org.au/taxon/apni/51447212,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51447212,Sapindaceae,Juss.,Familia,accepted,Sapindaceae,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI, NI, ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51447212
Solanum lasiophyllum,APC,https://id.biodiversity.org.au/node/apni/2901023,accepted,NA,https://id.biodiversity.org.au/node/apni/2901023,Solanum lasiophyllum,Dunal ex Poir.,Species,accepted,Solanaceae,Magnoliidae,"WA, NT, SA, Qld (formerly naturalised)",https://id.biodiversity.org.au/node/apni/2901023
Solanum mauritianum,APC,https://id.biodiversity.org.au/node/apni/2890605,accepted,NA,https://id.biodiversity.org.au/node/apni/2890605,Solanum mauritianum,Scop.,Species,accepted,Solanaceae,Magnoliidae,"SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), Vic (naturalised)",https://id.biodiversity.org.au/node/apni/2890605
Solanum melongena,APC,https://id.biodiversity.org.au/node/apni/3862132,accepted,NA,https://id.biodiversity.org.au/node/apni/3862132,Solanum melongena,L.,Species,accepted,Solanaceae,Magnoliidae,SA (doubtfully naturalised),https://id.biodiversity.org.au/node/apni/3862132
Solanum nummularium,APC,https://id.biodiversity.org.au/node/apni/2906764,accepted,NA,https://id.biodiversity.org.au/node/apni/2906764,Solanum nummularium,S.Moore,Species,accepted,Solanaceae,Magnoliidae,WA,https://id.biodiversity.org.au/node/apni/2906764
Solanum petrophilum,APC,https://id.biodiversity.org.au/node/apni/2903818,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2903818,Solanum petrophilum,F.Muell.,Species,accepted,Solanaceae,Magnoliidae,"WA, SA, NSW",https://id.biodiversity.org.au/node/apni/2903818
Solanum verbascifolium,APC,https://id.biodiversity.org.au/instance/apni/794959,misapplied,NA,https://id.biodiversity.org.au/node/apni/2917808,Solanum erianthum,D.Don,Species,accepted,Solanaceae,Magnoliidae,"NT (naturalised), Qld (naturalised), NSW (naturalised)",https://id.biodiversity.org.au/node/apni/2917808
Stachys,APC,https://id.biodiversity.org.au/taxon/apni/51438372,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51438372,Stachys,L.,Genus,accepted,Lamiaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (doubtfully naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/taxon/apni/51438372
Sterculia,APC,https://id.biodiversity.org.au/node/apni/2886593,accepted,NA,https://id.biodiversity.org.au/node/apni/2886593,Sterculia,L.,Genus,accepted,Malvaceae,Magnoliidae,"WA, NT, Qld, NSW",https://id.biodiversity.org.au/node/apni/2886593
Sterculiaceae,APC,https://id.biodiversity.org.au/instance/apni/884406,taxonomic synonym,NA,https://id.biodiversity.org.au/taxon/apni/51439248,Malvaceae,Juss.,Familia,accepted,Malvaceae,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), AR, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), CSI, NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",https://id.biodiversity.org.au/taxon/apni/51439248
Stylidiaceae,APC,https://id.biodiversity.org.au/taxon/apni/51684750,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51684750,Stylidiaceae,R.Br.,Familia,accepted,Stylidiaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas",https://id.biodiversity.org.au/taxon/apni/51684750
Syncarpia,APC,https://id.biodiversity.org.au/node/apni/2893498,accepted,NA,https://id.biodiversity.org.au/node/apni/2893498,Syncarpia,Ten.,Genus,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2893498
Syncarpia glomulifera,APC,https://id.biodiversity.org.au/node/apni/2900963,accepted,NA,https://id.biodiversity.org.au/node/apni/2900963,Syncarpia glomulifera,(Sm.) Nied.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2900963
Syzygium,APC,https://id.biodiversity.org.au/taxon/apni/51440383,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51440383,Syzygium,P.Browne ex Gaertn.,Genus,accepted,Myrtaceae,Magnoliidae,"WA, ChI, NT, Qld (native and naturalised), NSW (native and naturalised), LHI, NI (naturalised), Vic, Tas (naturalised)",https://id.biodiversity.org.au/taxon/apni/51440383
Syzygium australe,APC,https://id.biodiversity.org.au/taxon/apni/51440382,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51440382,Syzygium australe,(J.C.Wendl. ex Link) B.Hyland,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/taxon/apni/51440382
Syzygium francisii,APC,https://id.biodiversity.org.au/node/apni/2911962,accepted,NA,https://id.biodiversity.org.au/node/apni/2911962,Syzygium francisii,(F.M.Bailey) L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2911962
Syzygium hodgkinsoniae,APC,https://id.biodiversity.org.au/node/apni/2915336,accepted,NA,https://id.biodiversity.org.au/node/apni/2915336,Syzygium hodgkinsoniae,(F.Muell.) L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2915336
Syzygium luehmannii,APC,https://id.biodiversity.org.au/node/apni/2891947,accepted,NA,https://id.biodiversity.org.au/node/apni/2891947,Syzygium luehmannii,(F.Muell.) L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2891947
Syzygium moorei,APC,https://id.biodiversity.org.au/node/apni/2894303,accepted,NA,https://id.biodiversity.org.au/node/apni/2894303,Syzygium moorei,(F.Muell.) L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2894303
Syzygium oleosum,APC,https://id.biodiversity.org.au/node/apni/2907316,accepted,NA,https://id.biodiversity.org.au/node/apni/2907316,Syzygium oleosum,(F.Muell.) B.Hyland,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2907316
Syzygium paniculatum,APC,https://id.biodiversity.org.au/taxon/apni/51440400,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51440400,Syzygium paniculatum,Gaertn.,Species,accepted,Myrtaceae,Magnoliidae,NSW (native and naturalised),https://id.biodiversity.org.au/taxon/apni/51440400
Syzygium smithii,APC,https://id.biodiversity.org.au/node/apni/2914704,accepted,NA,https://id.biodiversity.org.au/node/apni/2914704,Syzygium smithii,(Poir.) Nied.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, Vic, Tas (doubtfully naturalised)",https://id.biodiversity.org.au/node/apni/2914704
Syzygium wilsonii subsp. wilsonii,APC,https://id.biodiversity.org.au/node/apni/2914726,accepted,NA,https://id.biodiversity.org.au/node/apni/2914726,Syzygium wilsonii subsp. wilsonii,NA,Subspecies,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/node/apni/2914726
Thespesia populnea,APC,https://id.biodiversity.org.au/taxon/apni/51288647,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51288647,Thespesia populnea,(L.) Sol. ex Correa,Species,accepted,Malvaceae,Magnoliidae,"CoI, Qld",https://id.biodiversity.org.au/taxon/apni/51288647
Toona,APC,https://id.biodiversity.org.au/node/apni/2904715,accepted,NA,https://id.biodiversity.org.au/node/apni/2904715,Toona,(Endl.) M.Roem.,Genus,accepted,Meliaceae,Magnoliidae,"Qld, NSW, NI (doubtfully naturalised)",https://id.biodiversity.org.au/node/apni/2904715
Toona australis,APC,https://id.biodiversity.org.au/instance/apni/873351,taxonomic synonym,NA,https://id.biodiversity.org.au/node/apni/2887026,Toona ciliata,M.Roem.,Species,accepted,Meliaceae,Magnoliidae,"Qld, NSW, NI (doubtfully naturalised)",https://id.biodiversity.org.au/node/apni/2887026
Trema tomentosa,APC,https://id.biodiversity.org.au/node/apni/2909991,accepted,NA,https://id.biodiversity.org.au/node/apni/2909991,Trema tomentosa,(Roxb.) H.Hara,Species,accepted,Cannabaceae,Magnoliidae,"WA, ChI, NT, Qld, NSW, Vic (presumed extinct)",https://id.biodiversity.org.au/node/apni/2909991
Ulmaceae,APC,https://id.biodiversity.org.au/taxon/apni/51448242,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51448242,Ulmaceae,Mirb.,Familia,accepted,Ulmaceae,Magnoliidae,"SA (naturalised), Qld (naturalised), NSW (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/taxon/apni/51448242
Verbena bonariensis,APC,https://id.biodiversity.org.au/node/apni/2897829,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2897829,Verbena bonariensis,L.,Species,accepted,Verbenaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/node/apni/2897829
Waterhousea floribunda,APC,https://id.biodiversity.org.au/instance/apni/891570,nomenclatural synonym,NA,https://id.biodiversity.org.au/node/apni/2891080,Syzygium floribundum,F.Muell.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/node/apni/2891080
Xanthorrhoea,APC,https://id.biodiversity.org.au/taxon/apni/51448818,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51448818,Xanthorrhoea,Sol. ex Sm.,Genus,accepted,Xanthorrhoeaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic, Tas",https://id.biodiversity.org.au/taxon/apni/51448818
