checked,original_name,aligned_name,source,canonicalName,canonicalName_subbed,canonicalName_to_species,family,known,scientificNameAuthorship,subclass,taxonDistribution,taxonomicStatus,taxonRank
TRUE,Eucalyptus salubris,Eucalyptus salubris,APC list (accepted),Eucalyptus salubris,Eucalyptus salubris,Eucalyptus salubris,Myrtaceae,TRUE,F.Muell.,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus seeana,Eucalyptus seeana,APC list (accepted),Eucalyptus seeana,Eucalyptus seeana,Eucalyptus seeana,Myrtaceae,TRUE,Maiden,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Eucalyptus siderophloia,Eucalyptus siderophloia,APC list (accepted),Eucalyptus siderophloia,Eucalyptus siderophloia,Eucalyptus siderophloia,Myrtaceae,TRUE,Benth.,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Eucalyptus sideroxylon,Eucalyptus sideroxylon,APC list (accepted),Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus sideroxylon,Myrtaceae,TRUE,A.Cunn. ex Woolls,Magnoliidae,"SA (doubtfully naturalised), Qld, NSW, Vic",accepted,Species
TRUE,Eucalyptus sieberi,Eucalyptus sieberi,APC list (accepted),Eucalyptus sieberi,Eucalyptus sieberi,Eucalyptus sieberi,Myrtaceae,TRUE,L.A.S.Johnson,Magnoliidae,"NSW, ACT, Vic, Tas",accepted,Species
TRUE,Eucalyptus similis,Eucalyptus similis,APC list (accepted),Eucalyptus similis,Eucalyptus similis,Eucalyptus similis,Myrtaceae,TRUE,Maiden,Magnoliidae,Qld,accepted,Species
TRUE,Eucalyptus socialis,Eucalyptus socialis,APC list (accepted),Eucalyptus socialis,Eucalyptus socialis,Eucalyptus socialis,Myrtaceae,TRUE,F.Muell. ex Miq.,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic",accepted,Species
TRUE,Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,APC list (accepted),Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,Eucalyptus sphaerocarpa,Myrtaceae,TRUE,L.A.S.Johnson & Blaxell,Magnoliidae,Qld,accepted,Species
TRUE,Eucalyptus sporadica,Eucalyptus sporadica,APC list (accepted),Eucalyptus sporadica,Eucalyptus sporadica,Eucalyptus sporadica,Myrtaceae,TRUE,Brooker & Hopper,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus squamosa,Eucalyptus squamosa,APC list (accepted),Eucalyptus squamosa,Eucalyptus squamosa,Eucalyptus squamosa,Myrtaceae,TRUE,H.Deane & Maiden,Magnoliidae,NSW,accepted,Species
TRUE,Eucalyptus stellulata,Eucalyptus stellulata,APC list (accepted),Eucalyptus stellulata,Eucalyptus stellulata,Eucalyptus stellulata,Myrtaceae,TRUE,Sieber ex DC.,Magnoliidae,"NSW, ACT, Vic",accepted,Species
TRUE,Eucalyptus striaticalyx,Eucalyptus striaticalyx,APC list (accepted),Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,Myrtaceae,TRUE,W.Fitzg.,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus stricta,Eucalyptus stricta,APC list (accepted),Eucalyptus stricta,Eucalyptus stricta,Eucalyptus stricta,Myrtaceae,TRUE,Sieber ex Spreng.,Magnoliidae,NSW,accepted,Species
TRUE,Eucalyptus tectifera,Eucalyptus tectifica,APC list (accepted),Eucalyptus tectifica,Eucalyptus tectifica,Eucalyptus tectifica,Myrtaceae,TRUE,F.Muell.,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Eucalyptus tectifica,Eucalyptus tectifica,APC list (accepted),Eucalyptus tectifica,Eucalyptus tectifica,Eucalyptus tectifica,Myrtaceae,TRUE,F.Muell.,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Eucalyptus tenuipes,Eucalyptus tenuipes,APC list (accepted),Eucalyptus tenuipes,Eucalyptus tenuipes,Eucalyptus tenuipes,Myrtaceae,TRUE,(Maiden & Blakely) Blakely & C.T.White,Magnoliidae,Qld,accepted,Species
TRUE,Eucalyptus tenuiramis,Eucalyptus tenuiramis,APC list (accepted),Eucalyptus tenuiramis,Eucalyptus tenuiramis,Eucalyptus tenuiramis,Myrtaceae,TRUE,Miq.,Magnoliidae,Tas,accepted,Species
TRUE,Eucalyptus tereticornis,Eucalyptus tereticornis,APC list (accepted),Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus tereticornis,Myrtaceae,TRUE,Sm.,Magnoliidae,"Qld, NSW, Vic",accepted,Species
TRUE,Eucalyptus tetraptera,Eucalyptus tetraptera,APC list (accepted),Eucalyptus tetraptera,Eucalyptus tetraptera,Eucalyptus tetraptera,Myrtaceae,TRUE,Turcz.,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus tetrodonta,Eucalyptus tetrodonta,APC list (accepted),Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Myrtaceae,TRUE,F.Muell.,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Eucalyptus tetragona,Eucalyptus tetrodonta,APC list (accepted),Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Myrtaceae,TRUE,F.Muell.,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Eucalyptus tetradonta,Eucalyptus tetrodonta,APC list (accepted),Eucalyptus tetrodonta,Eucalyptus tetrodonta,Eucalyptus tetrodonta,Myrtaceae,TRUE,F.Muell.,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Eucalyptus thozetiana,Eucalyptus thozetiana,APC list (accepted),Eucalyptus thozetiana,Eucalyptus thozetiana,Eucalyptus thozetiana,Myrtaceae,TRUE,(F.Muell. ex Maiden) R.T.Baker,Magnoliidae,"NT, Qld, NSW",accepted,Species
TRUE,Eucalyptus torquata,Eucalyptus torquata,APC list (accepted),Eucalyptus torquata,Eucalyptus torquata,Eucalyptus torquata,Myrtaceae,TRUE,Luehm.,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,APC list (accepted),Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,Eucalyptus transcontinentalis,Myrtaceae,TRUE,Maiden,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus umbra,Eucalyptus umbra,APC list (accepted),Eucalyptus umbra,Eucalyptus umbra,Eucalyptus umbra,Myrtaceae,TRUE,R.T.Baker,Magnoliidae,NSW,accepted,Species
TRUE,Eucalyptus platypus var. heterophylla,Eucalyptus platypus var. heterophylla,APC list (known names),Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,Myrtaceae,TRUE,Brooker & Hopper,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus viminalis(),Eucalyptus viminalis,APC list (accepted),Eucalyptus viminalis,Eucalyptus viminalis,Eucalyptus viminalis,Myrtaceae,TRUE,Labill.,Magnoliidae,"SA, NSW, ACT, Vic, Tas",accepted,Species
TRUE,Eucalyptus viminalis ssp. Viminalis,Eucalyptus viminalis subsp. viminalis,APC list (accepted),Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis,Eucalyptus viminalis,Myrtaceae,TRUE,Labill.,Magnoliidae,"SA, NSW, ACT, Vic, Tas",accepted,Subspecies
TRUE,Eucalyptus viminalis,Eucalyptus viminalis,APC list (accepted),Eucalyptus viminalis,Eucalyptus viminalis,Eucalyptus viminalis,Myrtaceae,TRUE,Labill.,Magnoliidae,"SA, NSW, ACT, Vic, Tas",accepted,Species
TRUE,Eucalyptus wandoo,Eucalyptus wandoo,APC list (accepted),Eucalyptus wandoo,Eucalyptus wandoo,Eucalyptus wandoo,Myrtaceae,TRUE,Blakely,Magnoliidae,WA,accepted,Species
TRUE,Eucalyptus willisii,Eucalyptus willisii,APC list (accepted),Eucalyptus willisii,Eucalyptus willisii,Eucalyptus willisii,Myrtaceae,TRUE,"Ladiges, Humphries & Brooker",Magnoliidae,"SA, Vic",accepted,Species
TRUE,Eucalyptus woollsiana,Eucalyptus woollsiana,APC list (accepted),Eucalyptus woollsiana,Eucalyptus woollsiana,Eucalyptus woollsiana,Myrtaceae,TRUE,R.T.Baker,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Euphorbiaceae,Euphorbiaceae,APNI names,Euphorbiaceae,Euphorbiaceae,Euphorbiaceae,Euphorbiaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), CoI (native and naturalised), ChI (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), CSI (naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Mimosaceae,Mimosaceae,APNI names,Fabaceae,Fabaceae,Fabaceae,Fabaceae,TRUE,Lindl.,Magnoliidae,"WA (native and naturalised), CoI (native and naturalised), ChI (native and naturalised), AR (naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Fabaceae,Fabaceae,APNI names,Fabaceae,Fabaceae,Fabaceae,Fabaceae,TRUE,Lindl.,Magnoliidae,"WA (native and naturalised), CoI (native and naturalised), ChI (native and naturalised), AR (naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Caesalpiniaceae,Caesalpiniaceae,APNI names,Fabaceae,Fabaceae,Fabaceae,Fabaceae,TRUE,Lindl.,Magnoliidae,"WA (native and naturalised), CoI (native and naturalised), ChI (native and naturalised), AR (naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Ficus,Ficus,APNI names,Ficus,Ficus,Ficus,Moraceae,TRUE,L.,Magnoliidae,"WA (native and naturalised), ChI, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI, NI (doubtfully naturalised), Vic (native and doubtfully naturalised)",accepted,Genus
TRUE,Ficus benjamina,Ficus benjamina,APC list (accepted),Ficus benjamina,Ficus benjamina,Ficus benjamina,Moraceae,TRUE,L.,Magnoliidae,"NT, Qld",accepted,Species
TRUE,Ficus macrophylla,Ficus macrophylla,APC list (accepted),Ficus macrophylla,Ficus macrophylla,Ficus macrophylla,Moraceae,TRUE,Desf. ex Pers.,Magnoliidae,"Qld, NSW, LHI, Vic (doubtfully naturalised)",accepted,Species
TRUE,Ficus macrophylla f. macrophylla,Ficus macrophylla f. macrophylla,APC list (accepted),Ficus macrophylla f. macrophylla,Ficus macrophylla,Ficus macrophylla,Moraceae,TRUE,Desf. ex Pers.,Magnoliidae,"Qld, NSW, Vic (doubtfully naturalised)",accepted,Forma
TRUE,Ficus macrophylla f. columnaris,Ficus macrophylla f. columnaris,APC list (accepted),Ficus macrophylla f. columnaris,Ficus macrophylla,Ficus macrophylla,Moraceae,TRUE,(C.Moore) D.J.Dixon,Magnoliidae,LHI,accepted,Forma
TRUE,Ficus opposita,Ficus opposita,APC list (accepted),Ficus opposita,Ficus opposita,Ficus opposita,Moraceae,TRUE,Miq.,Magnoliidae,Qld,accepted,Species
TRUE,Ficus rubiginosa,Ficus rubiginosa,APC list (accepted),Ficus rubiginosa,Ficus rubiginosa,Ficus rubiginosa,Moraceae,TRUE,Desf. ex Vent.,Magnoliidae,"WA (naturalised), Qld, NSW",accepted,Species
TRUE,Ficus watkinsiana,Ficus watkinsiana,APC list (accepted),Ficus watkinsiana,Ficus watkinsiana,Ficus watkinsiana,Moraceae,TRUE,F.M.Bailey,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Gastrolobium bilobium,Gastrolobium bilobum,APC list (accepted),Gastrolobium bilobum,Gastrolobium bilobum,Gastrolobium bilobum,Fabaceae,TRUE,R.Br.,Magnoliidae,WA,accepted,Species
TRUE,Geijera parviflora,Geijera parviflora,APC list (accepted),Geijera parviflora,Geijera parviflora,Geijera parviflora,Rutaceae,TRUE,Lindl.,Magnoliidae,"SA, Qld, NSW, Vic",accepted,Species
TRUE,Heritiera littoralis,Heritiera littoralis,APC list (accepted),Heritiera littoralis,Heritiera littoralis,Heritiera littoralis,Malvaceae,TRUE,Aiton,Magnoliidae,"ChI, Qld",accepted,Species
TRUE,Hibiscus tiliaceus,Hibiscus tiliaceus,APC list (accepted),Hibiscus tiliaceus,Hibiscus tiliaceus,Hibiscus tiliaceus,Malvaceae,TRUE,L.,Magnoliidae,"WA, CoI, ChI, NT, Qld, NSW, LHI, NI",accepted,Species
TRUE,Hymenosporum flavum,Hymenosporum flavum,APC list (accepted),Hymenosporum flavum,Hymenosporum flavum,Hymenosporum flavum,Pittosporaceae,TRUE,(Hook.) F.Muell.,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Jacksonia scoparia,Jacksonia scoparia,APC list (accepted),Jacksonia scoparia,Jacksonia scoparia,Jacksonia scoparia,Fabaceae,TRUE,R.Br.,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Kunzea montana,Kunzea montana,APC list (accepted),Kunzea montana,Kunzea montana,Kunzea montana,Myrtaceae,TRUE,(Diels) Domin,Magnoliidae,WA,accepted,Species
TRUE,Lantana camara,Lantana camara,APC list (accepted),Lantana camara,Lantana camara,Lantana camara,Verbenaceae,TRUE,L.,Magnoliidae,"WA (naturalised), NT (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), Vic (doubtfully naturalised)",accepted,Species
TRUE,Leptospermum,Leptospermum,APNI names,Leptospermum,Leptospermum,Leptospermum,Myrtaceae,TRUE,J.R.Forst. & G.Forst.,Magnoliidae,"WA (native and naturalised), NT, SA (native and naturalised), Qld (native and naturalised), NSW, LHI, ACT, Vic (native and naturalised), Tas (native and naturalised)",accepted,Genus
TRUE,Leptospermum laevigatum,Leptospermum laevigatum,APC list (accepted),Leptospermum laevigatum,Leptospermum laevigatum,Leptospermum laevigatum,Myrtaceae,TRUE,(Gaertn.) F.Muell.,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW, Vic (native and naturalised), Tas (native and naturalised)",accepted,Species
TRUE,Leptospermum lanigerum,Leptospermum lanigerum,APC list (accepted),Leptospermum lanigerum,Leptospermum lanigerum,Leptospermum lanigerum,Myrtaceae,TRUE,(Sol. ex Aiton) Sm.,Magnoliidae,"SA, NSW, ACT, Vic, Tas",accepted,Species
TRUE,Leptospermum attenuatum,Leptospermum attenuatum,APC list (known names),Leptospermum trinervium,Leptospermum trinervium,Leptospermum trinervium,Myrtaceae,TRUE,(J.White) Joy Thomps.,Magnoliidae,"Qld, NSW, ACT, Vic",accepted,Species
TRUE,Lophostemon,Lophostemon,APNI names,Lophostemon,Lophostemon,Lophostemon,Myrtaceae,TRUE,Schott,Magnoliidae,"WA, NT, Qld, NSW (native and naturalised)",accepted,Genus
TRUE,Lophostemon confertus,Lophostemon confertus,APC list (accepted),Lophostemon confertus,Lophostemon confertus,Lophostemon confertus,Myrtaceae,TRUE,(R.Br.) Peter G.Wilson & J.T.Waterh.,Magnoliidae,"Qld, NSW (native and naturalised)",accepted,Species
TRUE,Lophostemon suaveolens,Lophostemon suaveolens,APC list (accepted),Lophostemon suaveolens,Lophostemon suaveolens,Lophostemon suaveolens,Myrtaceae,TRUE,(Sol. ex Gaertn.) Peter G.Wilson & J.T.Waterh.,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Loranthaceae,Loranthaceae,APNI names,Loranthaceae,Loranthaceae,Loranthaceae,Loranthaceae,TRUE,Juss.,Magnoliidae,"WA, NT, SA, Qld, NSW, NI, ACT, Vic",accepted,Familia
TRUE,Mallotus philippensis,Mallotus philippensis,APC list (accepted),Mallotus philippensis,Mallotus philippensis,Mallotus philippensis,Euphorbiaceae,TRUE,(Lam.) Müll.Arg.,Magnoliidae,"NT, Qld, NSW",accepted,Species
TRUE,Sterculiaceae,Sterculiaceae,APNI names,Malvaceae,Malvaceae,Malvaceae,Malvaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), AR, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), CSI, NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Malvaceae,Malvaceae,APNI names,Malvaceae,Malvaceae,Malvaceae,Malvaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), AR, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), CSI, NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Bombacaceae,Bombacaceae,APNI names,Malvaceae,Malvaceae,Malvaceae,Malvaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), AR, NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), CSI, NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Melaleuca,Melaleuca,APNI names,Melaleuca,Melaleuca,Melaleuca,Myrtaceae,TRUE,L.,Magnoliidae,"WA (native and naturalised), NT, SA (native and naturalised), Qld, NSW (native and naturalised), LHI, ACT (naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Genus
TRUE,Melaleuca acacioides,Melaleuca acacioides,APC list (accepted),Melaleuca acacioides,Melaleuca acacioides,Melaleuca acacioides,Myrtaceae,TRUE,F.Muell.,Magnoliidae,"NT, Qld",accepted,Species
TRUE,Melaleuca alternifolia,Melaleuca alternifolia,APC list (accepted),Melaleuca alternifolia,Melaleuca alternifolia,Melaleuca alternifolia,Myrtaceae,TRUE,(Maiden & Betche) Cheel,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Melaleuca cajuputi,Melaleuca cajuputi,APC list (accepted),Melaleuca cajuputi,Melaleuca cajuputi,Melaleuca cajuputi,Myrtaceae,TRUE,R.Powell,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Melaleuca dealbata,Melaleuca dealbata,APC list (accepted),Melaleuca dealbata,Melaleuca dealbata,Melaleuca dealbata,Myrtaceae,TRUE,S.T.Blake,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Melaleuca ericifolia,Melaleuca ericifolia,APC list (accepted),Melaleuca ericifolia,Melaleuca ericifolia,Melaleuca ericifolia,Myrtaceae,TRUE,Sm.,Magnoliidae,"NSW, Vic, Tas",accepted,Species
TRUE,Melaleuca howeana,Melaleuca howeana,APC list (accepted),Melaleuca howeana,Melaleuca howeana,Melaleuca howeana,Myrtaceae,TRUE,Cheel,Magnoliidae,LHI,accepted,Species
TRUE,Melaleuca lanceolata,Melaleuca lanceolata,APC list (accepted),Melaleuca lanceolata,Melaleuca lanceolata,Melaleuca lanceolata,Myrtaceae,TRUE,Otto,Magnoliidae,"WA (native and naturalised), SA, Qld, NSW, Vic",accepted,Species
TRUE,Melaleuca leucadendra,Melaleuca leucadendra,APC list (accepted),Melaleuca leucadendra,Melaleuca leucadendra,Melaleuca leucadendra,Myrtaceae,TRUE,(L.) L.,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Melaleuca linariifolia,Melaleuca linariifolia,APC list (accepted),Melaleuca linariifolia,Melaleuca linariifolia,Melaleuca linariifolia,Myrtaceae,TRUE,Sm.,Magnoliidae,"WA (naturalised), Qld, NSW, Vic (doubtfully naturalised)",accepted,Species
TRUE,Melaleuca nervosa,Melaleuca nervosa,APC list (accepted),Melaleuca nervosa,Melaleuca nervosa,Melaleuca nervosa,Myrtaceae,TRUE,(Lindl.) Cheel,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Melaleuca quinquenervia,Melaleuca quinquenervia,APC list (accepted),Melaleuca quinquenervia,Melaleuca quinquenervia,Melaleuca quinquenervia,Myrtaceae,TRUE,(Cav.) S.T.Blake,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Melaleuca uncinata,Melaleuca uncinata,APC list (accepted),Melaleuca uncinata,Melaleuca uncinata,Melaleuca uncinata,Myrtaceae,TRUE,R.Br.,Magnoliidae,"WA, SA, Qld, NSW (native and naturalised), Vic",accepted,Species
TRUE,Melaleuca viridiflora,Melaleuca viridiflora,APC list (accepted),Melaleuca viridiflora,Melaleuca viridiflora,Melaleuca viridiflora,Myrtaceae,TRUE,Sol. ex Gaertn.,Magnoliidae,"WA, NT, Qld",accepted,Species
TRUE,Myoporum insulare,Myoporum insulare,APC list (accepted),Myoporum insulare,Myoporum insulare,Myoporum insulare,Scrophulariaceae,TRUE,R.Br.,Magnoliidae,"WA, SA, NSW, LHI, Vic, Tas",accepted,Species
TRUE,Myoporum platycarpum,Myoporum platycarpum,APC list (accepted),Myoporum platycarpum,Myoporum platycarpum,Myoporum platycarpum,Scrophulariaceae,TRUE,R.Br.,Magnoliidae,"WA, SA, Qld, NSW, Vic",accepted,Species
TRUE,Myrtaceae,Myrtaceae,APNI names,Myrtaceae,Myrtaceae,Myrtaceae,Myrtaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), ChI (native and naturalised), NT, SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Physalis perviana,Physalis peruviana,APC list (accepted),Physalis peruviana,Physalis peruviana,Physalis peruviana,Solanaceae,TRUE,L.,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), Vic (naturalised), Tas (doubtfully naturalised)",accepted,Species
TRUE,Physalis peruviana,Physalis peruviana,APC list (accepted),Physalis peruviana,Physalis peruviana,Physalis peruviana,Solanaceae,TRUE,L.,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), Vic (naturalised), Tas (doubtfully naturalised)",accepted,Species
TRUE,Pittosporaceae,Pittosporaceae,APNI names,Pittosporaceae,Pittosporaceae,Pittosporaceae,Pittosporaceae,TRUE,R.Br.,Magnoliidae,"WA (native and naturalised), ChI, NT, SA (native and naturalised), Qld, NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Portulaceae,Portulaceae,APNI names,Portulacaceae,Portulacaceae,Portulacaceae,Portulacaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), CoI (naturalised), ChI (native and naturalised), AR (native and naturalised), NT (native and doubtfully naturalised), SA (native and naturalised), Qld (native and naturalised), CSI (naturalised), NSW (native and naturalised), LHI (naturalised), NI (naturalised), ACT, Vic (native and naturalised), Tas (native and naturalised), HI, MI",accepted,Familia
TRUE,Proteaceae,Proteaceae,APNI names,Proteaceae,Proteaceae,Proteaceae,Proteaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), NT, SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Pultenaea flexilis,Pultenaea flexilis,APC list (accepted),Pultenaea flexilis,Pultenaea flexilis,Pultenaea flexilis,Fabaceae,TRUE,Sm.,Magnoliidae,"Qld, NSW",accepted,Species
TRUE,Pultenaea tuberculata,Pultenaea tuberculata,APC list (accepted),Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea tuberculata,Fabaceae,TRUE,Pers.,Magnoliidae,NSW,accepted,Species
TRUE,Rubus,Rubus,APNI names,Rubus,Rubus,Rubus,Rosaceae,TRUE,L.,Magnoliidae,"WA (naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), NI (naturalised), ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Genus
TRUE,Rubus fruticosus,Rubus fruticosus,APC list (known names),Rubus anglocandicans,Rubus anglocandicans,Rubus anglocandicans,Rosaceae,TRUE,A.Newton,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",accepted,Species
TRUE,Rutaceae,Rutaceae,APNI names,Rutaceae,Rutaceae,Rutaceae,Rutaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), CoI (naturalised), ChI (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI (native and naturalised), NI (native and naturalised), ACT, Vic (native and naturalised), Tas",accepted,Familia
TRUE,Sapindaceae,Sapindaceae,APNI names,Sapindaceae,Sapindaceae,Sapindaceae,Sapindaceae,TRUE,Juss.,Magnoliidae,"WA (native and naturalised), CoI, ChI (native and naturalised), NT (native and naturalised), SA (native and naturalised), Qld (native and naturalised), NSW (native and naturalised), LHI, NI, ACT (native and naturalised), Vic (native and naturalised), Tas (native and naturalised)",accepted,Familia
TRUE,Solanum verbasifolium,Solanum verbascifolium,APC list (known names),Solanum erianthum,Solanum erianthum,Solanum erianthum,Solanaceae,TRUE,D.Don,Magnoliidae,"NT (naturalised), Qld (naturalised), NSW (naturalised)",accepted,Species
TRUE,Solanum lasiophyllum,Solanum lasiophyllum,APC list (accepted),Solanum lasiophyllum,Solanum lasiophyllum,Solanum lasiophyllum,Solanaceae,TRUE,Dunal ex Poir.,Magnoliidae,"WA, NT, SA, Qld (formerly naturalised)",accepted,Species
TRUE,Solanum mauritianum,Solanum mauritianum,APC list (accepted),Solanum mauritianum,Solanum mauritianum,Solanum mauritianum,Solanaceae,TRUE,Scop.,Magnoliidae,"SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), Vic (naturalised)",accepted,Species
TRUE,Solanum melongena,Solanum melongena,APC list (accepted),Solanum melongena,Solanum melongena,Solanum melongena,Solanaceae,TRUE,L.,Magnoliidae,SA (doubtfully naturalised),accepted,Species
TRUE,Solanum nummularium,Solanum nummularium,APC list (accepted),Solanum nummularium,Solanum nummularium,Solanum nummularium,Solanaceae,TRUE,S.Moore,Magnoliidae,WA,accepted,Species
TRUE,Solanum petrophilum,Solanum petrophilum,APC list (accepted),Solanum petrophilum,Solanum petrophilum,Solanum petrophilum,Solanaceae,TRUE,F.Muell.,Magnoliidae,"WA, SA, NSW",accepted,Species
TRUE,Stachys,Stachys,APNI names,Stachys,Stachys,Stachys,Lamiaceae,TRUE,L.,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), LHI (naturalised), NI (naturalised), ACT (doubtfully naturalised), Vic (naturalised), Tas (naturalised)",accepted,Genus
TRUE,Sterculia,Sterculia,APNI names,Sterculia,Sterculia,Sterculia,Malvaceae,TRUE,L.,Magnoliidae,"WA, NT, Qld, NSW",accepted,Genus
TRUE,Stylidiaceae,Stylidiaceae,APNI names,Stylidiaceae,Stylidiaceae,Stylidiaceae,Stylidiaceae,TRUE,R.Br.,Magnoliidae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas",accepted,Familia
TRUE,Syncarpia,Syncarpia,APNI names,Syncarpia,Syncarpia,Syncarpia,Myrtaceae,TRUE,Ten.,Magnoliidae,"Qld, NSW",accepted,Genus
